,player_id,player_display_name,headshot_url,position,team,games_played,total_fantasy_ppr,avg_fantasy_ppr,std_fantasy_ppr,total_passing_yards,total_passing_tds,total_passing_2pt_conversions,total_rushing_yards,total_rushing_tds,total_carries,total_rushing_2pt_conversions,total_targets,total_receptions,total_receiving_yards,total_receiving_tds,total_interceptions,total_fumbles_lost
111,00-0040743,Tyler Shough,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wsrkib8qgwtb2t2ugaru",QB,NO,10,136.2,13.62,7.643350050861208,2125,9,0,152,2,42,1,0,0,0,0,5,2
112,00-0040666,Omarion Hampton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ck7xcbwuka7wu2zwhssk",RB,LAC,9,135.7,15.077777777777776,8.07508169893311,0,0,0,545,4,124,0,35,32,192,1,0,0
113,00-0038994,Jordan Addison,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s2ey8g5memyqvxc52uzy",WR,MIN,13,133.3,10.253846153846155,5.403026217564774,0,0,0,81,1,2,0,76,41,602,3,0,0
114,00-0039384,Tyrone Tracy Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9nje50lohbprf06xoom",RB,NYG,14,132.9,9.492857142857144,6.234206418649423,0,0,0,637,2,158,0,39,28,232,1,0,0
115,00-0038124,Christian Watson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syljognztlbghfeqyqn1",WR,GB,10,132.4,13.24,7.669738515027021,0,0,0,3,0,1,0,55,35,611,6,0,0
116,00-0039893,Brian Thomas Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/plnekkriys4cm11rnxwl",WR,JAX,13,130.9,10.069230769230769,5.183368373201705,0,0,0,21,1,3,0,86,45,658,2,0,0
117,00-0036972,Mac Jones,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5sg1z9qvdpjeapblndz",QB,SF,11,130.04,11.82181818181818,9.285134159700458,2151,13,1,60,0,36,0,0,0,0,0,6,2
118,00-0038997,Josh Downs,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqozitn9vxnp8acz6wwg",WR,IND,15,128.8,8.586666666666668,4.895605415160865,0,0,0,3,0,1,0,84,54,505,4,0,0
119,00-0035662,Marquise Brown,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixuddegcphzmvjn4jq6r",WR,KC,15,128.3,8.553333333333335,5.8822817082521714,0,0,0,0,0,0,0,68,46,523,5,0,0
120,00-0039849,Marvin Harrison Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwpoo1icpnh8emjvqaii",WR,ARI,12,127.80000000000001,10.65,7.103712217758211,0,0,0,0,0,0,0,73,41,608,4,0,0
121,00-0039847,Theo Johnson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/naoiheinxogchairenzf",TE,NYG,15,127.8,8.52,5.823744499890084,0,0,0,0,0,0,0,74,45,528,5,0,0
122,00-0040715,Cam Skattebo,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vnftthkbvw7ucsqtqjpq",RB,NYG,8,127.7,15.9625,8.618408454332753,0,0,0,410,5,101,1,32,24,207,2,0,1
123,00-0039361,Bucky Irving,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmgpumoxwhvrrkcjuuuw",RB,TB,9,127.7,14.18888888888889,5.838759381162331,0,0,0,503,1,147,0,33,29,264,3,0,1
124,00-0034753,Mark Andrews,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",TE,BAL,16,127.6,7.975,6.914381148495263,0,0,0,48,1,10,0,67,46,408,5,0,0
125,00-0040189,Oronde Gadsden II,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs",TE,LAC,14,127.1,9.078571428571427,7.723807209025727,0,0,0,0,0,0,0,67,47,641,3,0,1
126,00-0030061,Zach Ertz,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",TE,WAS,13,126.39999999999999,9.723076923076922,6.084427369133139,0,0,0,0,0,0,0,72,50,504,4,0,0
127,00-0032268,Marcus Mariota,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va",QB,WAS,10,125.5,12.55,8.219960800122806,1695,10,1,297,1,50,0,0,0,0,0,7,3
128,00-0040705,Chimere Dike,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njdduv9jx7c8vlrll8ex",WR,TEN,16,122.39999999999999,7.6499999999999995,6.672231011188585,0,0,0,18,0,11,0,70,45,396,4,0,0
129,00-0037809,Chig Okonkwo,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omm5z5iq6dlmidqz1sgz",TE,TEN,16,121.8,7.6125,4.426718122190901,0,0,0,0,0,0,0,74,54,558,2,0,0
130,00-0036555,Chuba Hubbard,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjgml85ghq7oa48dctn7",RB,CAR,14,121.69999999999999,8.692857142857141,6.237783665288902,0,0,0,501,1,129,0,37,28,216,3,0,1
131,00-0026158,Joe Flacco,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbqptn8emdlbeaz1kvmx",QB,CIN,8,120.56,15.07,11.558215383749467,1664,13,2,20,1,14,0,0,0,0,0,4,1
132,00-0040735,Luther Burden III,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iyuwdz7pbowdkwzq2tg5",WR,CHI,14,120.4,8.6,7.820092464533023,0,0,0,27,0,5,0,56,44,617,2,0,0
133,00-0039917,Michael Penix Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/azvyjzp2sa8cnljbp3i7",QB,ATL,9,120.28,13.364444444444445,7.291754094713958,1982,9,1,70,1,21,0,0,0,0,0,3,2
134,00-0037263,Tyler Allgeier,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/buwaomfsz4y6orgb0cyg",RB,ATL,16,120.1,7.50625,5.403513517456334,0,0,0,498,8,136,0,14,13,93,0,0,0
135,00-0038608,Kayshon Boutte,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mg4icjqhwhnc5uobmau5",WR,NE,13,119.7,9.207692307692309,7.555953672266387,0,0,0,0,0,0,0,42,31,527,6,0,0
136,00-0037525,Jordan Mason,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixykwytfrfz1cdxlhj5w",RB,MIN,15,119.5,7.966666666666667,5.680627061295595,0,0,0,664,6,145,0,16,14,51,0,0,1
137,00-0040130,Jayden Higgins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrdw1u4onrmfuuluuipk",WR,HOU,16,119.2,7.45,5.500545427500804,0,0,0,0,0,0,0,63,39,502,5,0,0
138,00-0033293,Aaron Jones,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim",RB,MIN,12,118.7,9.891666666666667,4.508871726100027,0,0,0,548,2,132,0,41,28,199,1,0,1
139,00-0038933,Dalton Kincaid,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwkeaiecuyafkidllebz",TE,BUF,11,118.30000000000001,10.754545454545456,6.823981775527194,0,0,0,0,0,0,0,46,36,523,5,0,0
140,00-0039923,J.J. McCarthy,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omybnfokapjw6jwb5dd3",QB,MIN,9,117.4,13.044444444444444,8.800475997227524,1450,11,1,174,4,35,0,0,0,0,0,12,2
141,00-0038996,Tucker Kraft,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yr6nj1zqaqg6nbdnxu3q",TE,GB,8,117.19999999999999,14.649999999999999,9.870446508933334,0,0,0,3,0,1,0,44,32,489,6,0,0
142,00-0036407,Jerry Jeudy,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",WR,CLE,16,116.5,7.28125,5.332193888697847,0,0,0,0,0,0,0,100,48,585,2,0,1
143,00-0036158,J.K. Dobbins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cevotvl3ho5h1mioruyg",RB,DEN,10,115.9,11.59,4.099986449842108,0,0,0,772,4,153,0,14,11,37,0,0,0
144,00-0039391,Kimani Vidal,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/huwihtava8gkxzb4cxb8",RB,LAC,12,115.89999999999999,9.658333333333333,8.434610335703216,0,0,0,631,3,152,0,21,15,138,1,0,0
145,00-0039738,Blake Corum,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gytdgnrjj3jk8rlfxz85",RB,LA,16,114.3,7.14375,6.703229942845962,0,0,0,687,6,132,0,13,7,26,0,0,0
146,00-0039910,Jayden Daniels,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrdweg39v1ay4zoc0lgp",QB,WAS,7,114.28,16.325714285714287,6.364293249955455,1262,8,1,278,2,58,0,0,0,0,0,3,2
147,00-0033555,Mack Hollins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbz7whjzsittudcecezw",WR,NE,14,113.4,8.1,4.614525561078425,0,0,0,4,0,1,0,65,46,550,2,0,0
148,00-0036442,Joe Burrow,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",QB,CIN,7,113.32,16.18857142857143,9.072154151709558,1573,14,0,24,0,12,0,0,0,0,0,4,0
149,00-0035229,T.J. Hockenson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6",TE,MIN,15,112.8,7.52,4.039660523219388,0,0,0,0,0,1,0,66,51,438,3,0,0
150,00-0033908,Cooper Kupp,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpaxi9rsedlg9sdr5quw",WR,SEA,15,111.4,7.426666666666667,4.14461210776226,0,0,0,0,0,0,0,67,45,564,2,1,1
151,00-0036244,Colby Parkinson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b1qzivnz0zqa8cjgah8r",TE,LA,13,110.2,8.476923076923077,6.9079849746692705,0,0,0,0,0,0,0,49,39,372,6,0,1
152,00-0039894,Xavier Worthy,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ue6fp8xwnyo7ftvabbb8",WR,KC,14,109.9,7.8500000000000005,4.524590929235822,0,0,0,87,0,11,0,73,42,532,1,0,0
153,00-0040170,Elic Ayomanor,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aekfvt5nyl69emvxr2yj",WR,TEN,15,108.5,7.233333333333333,4.383518916947673,0,0,0,0,0,0,0,79,38,465,4,0,0
154,00-0039065,Sam LaPorta,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfcy3taaoage00rrl0cc",TE,DET,9,106.9,11.877777777777778,6.454219119649133,0,0,0,0,0,0,0,49,40,489,3,0,0
155,00-0036894,Pat Freiermuth,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vmwioi77upc9hqwaskfa",TE,PIT,14,105.5,7.535714285714286,6.690131324784077,0,0,0,0,0,0,0,49,38,435,4,0,0
156,00-0039880,Malik Washington,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kwcgtsbpd0rpwsgq2npe",WR,MIA,16,104.9,6.55625,3.1669056927333132,0,0,0,88,1,15,0,61,43,311,2,0,1
157,00-0035659,Terry McLaurin,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wokz1etv1wj1vhbmvxgs",WR,WAS,9,104.5,11.61111111111111,5.371788446235677,0,0,0,0,0,0,0,56,34,525,3,0,0
158,00-0037545,Rashid Shaheed,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ynsy489xqmiwt5q9whty",WR,NO,9,104.4,11.600000000000001,4.691215194381941,0,0,0,5,0,2,0,66,44,499,2,0,1
159,00-0039410,Ryan Flournoy,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqwq3cgpqu7j9hzoyicx",WR,DAL,14,102.2,7.3,7.404676277139385,0,0,0,25,0,4,0,49,35,407,4,0,0
160,00-0039032,Tyjae Spears,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fc7vhbtw80einad9hsfu",RB,TEN,12,102.0,8.5,5.788075516250473,0,0,0,265,2,69,0,43,38,255,0,0,0
161,00-0038935,Brenton Strange,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yabpcvadjlrkxzducv7k",TE,JAX,11,100.8,9.163636363636364,4.336651410310201,0,0,0,0,0,0,0,54,40,488,2,0,0
162,00-0033906,Alvin Kamara,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uay6uo9lonegelngihki",RB,NO,11,100.7,9.154545454545454,4.897828832526436,0,0,0,471,1,131,0,39,33,186,0,0,2
163,00-0038129,Cade Otton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dlgxvfpnufpnxkvu1ynb",TE,TB,14,99.8,7.128571428571428,4.663677745073099,0,0,0,0,0,0,0,72,52,478,0,0,0
164,00-0037740,Garrett Wilson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kbijsheobhwej7lh8mvf",WR,NYJ,7,99.5,14.214285714285714,9.657713423550554,0,0,0,0,0,0,0,59,36,395,4,0,0
165,00-0039376,Spencer Rattler,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uridusydmg6brwrmpmq6",QB,NO,9,99.14,11.015555555555556,6.5246668710193765,1586,8,0,167,0,31,0,2,1,0,0,5,2
166,00-0034960,Jakobi Meyers,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qui5ajbevlk7pfjpcufz",WR,JAX,8,98.2,12.275,4.712824448853818,0,0,0,13,0,5,0,55,37,439,3,0,1
167,00-0035250,Devin Singletary,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wqw8ee4nsxsisqb3bagw",RB,NYG,16,98.19999999999999,6.137499999999999,6.438620452653917,0,0,0,411,4,110,0,19,18,151,0,0,0
168,00-0033881,Evan Engram,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vsrjso6phkjqki88qw9y",TE,DEN,15,95.3,6.3533333333333335,4.0380098822964525,0,0,0,7,0,1,0,72,47,416,1,0,0
169,00-0029604,Kirk Cousins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv",QB,ATL,9,94.34,10.482222222222223,8.504818895452416,1541,9,0,7,1,11,0,0,0,0,0,4,1
170,00-0039901,Keon Coleman,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f3cx4kmpdmqftr79ueiv",WR,BUF,11,93.5,8.5,6.345234432233374,0,0,0,0,0,0,0,55,36,355,4,0,1
171,00-0035689,Dawson Knox,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mswln16dmfhi7m7pzh7q",TE,BUF,15,93.3,6.22,5.298813883448688,0,0,0,0,0,0,0,47,34,393,3,0,0
172,00-0037112,Jake Tonges,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uztcdowl4wig2uhy1qxh",TE,SF,10,93.3,9.33,6.441195541201959,0,0,0,0,0,0,0,46,34,293,5,0,0
173,00-0037157,Bam Knight,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjxnlzlnnwlfqayeybut",RB,ARI,12,92.9,7.741666666666667,5.895986051132713,0,0,0,269,4,82,0,31,22,160,1,0,1
174,00-0037291,Jalen Nailor,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sdsx2pttiiwbfpyuuwiz",WR,MIN,16,92.8,5.8,6.8537094579018545,0,0,0,13,0,2,0,50,26,395,4,0,0
175,00-0036924,Michael Carter,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1y7zhd7w3xbthodfa3m",RB,ARI,12,92.10000000000001,7.675000000000001,5.097793640389929,0,0,0,315,1,85,0,42,30,246,0,0,0
176,00-0033307,Kendrick Bourne,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rroh157jvpywprbfn3vx",WR,SF,13,92.1,7.084615384615384,6.896115591868385,0,0,0,0,0,0,0,52,37,551,0,0,0
177,00-0038976,Marvin Mims Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbdjtph5xplbf4yocz0l",WR,DEN,14,92.0,6.571428571428571,5.668323394963462,0,0,0,78,1,12,0,48,35,312,1,0,0
178,00-0038951,Sean Tucker,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zyzp7e2gos47ebzur9gi",RB,TB,16,91.8,5.7375,8.364996513248924,0,0,0,324,7,82,0,11,8,34,1,0,0
179,00-0040584,Gunnar Helm,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lcyqbbnrzgtbnirz8knj",TE,TEN,16,91.7,5.73125,3.9886035568019715,0,0,0,0,0,0,0,55,44,357,2,0,0
180,00-0038621,DeMario Douglas,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/almsm6nmovpasu8ts9u3",WR,NE,15,90.89999999999999,6.06,5.3750481725416055,0,0,0,21,0,7,0,43,29,418,3,0,0
181,00-0035535,Darius Slayton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyjkvaekv40jn72d0b3q",WR,NYG,13,89.4,6.876923076923077,4.234610144620527,0,0,0,0,0,0,0,54,33,504,1,0,1
182,00-0040237,Tez Johnson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjtu1bcayjh9qunkxs9z",WR,TB,14,89.2,6.371428571428572,6.6996473582775025,0,0,0,17,0,6,0,43,27,305,5,0,0
183,00-0040736,Mason Taylor,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bk7wjtjt7dpc5qsuil4z",TE,NYJ,13,88.9,6.838461538461539,5.198483506680652,0,0,0,0,0,0,0,65,44,369,1,0,0
184,00-0031610,Darren Waller,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/loyehiyzcu2lexjk7plq",TE,MIA,9,88.7,9.855555555555556,8.907315969346646,0,0,0,4,0,1,0,34,24,283,6,0,0
185,00-0038797,Emanuel Wilson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xni9gnwmhdex7h1ey3jq",RB,GB,16,88.7,5.54375,7.166958327398497,0,0,0,452,3,107,0,16,14,95,0,0,0
186,00-0039916,Ricky Pearsall,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ko3lwlcfkxaykcspt4nw",WR,SF,9,88.6,9.844444444444443,6.514620309563542,0,0,0,-2,0,2,0,53,36,528,0,0,0
187,00-0034791,Nick Chubb,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h5y74trx6l8ivpkbmrkt",RB,HOU,15,88.3,5.886666666666667,4.376539185029107,0,0,0,506,3,122,0,20,13,67,0,0,0
188,00-0037197,Isiah Pacheco,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqshteijt4xhgk2ei9sx",RB,KC,13,87.3,6.7153846153846155,3.894835502270101,0,0,0,462,1,118,0,26,19,101,1,0,0
189,00-0038619,Andrei Iosivas,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvanfldklpds1gp08bsp",WR,CIN,14,86.9,6.207142857142857,5.308261237226119,0,0,0,14,0,3,0,55,31,425,2,0,0
190,00-0033885,David Njoku,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gdwtgcfz3mxj6codxdpn",TE,CLE,11,86.3,7.845454545454545,5.045069600384842,0,0,0,0,0,0,0,48,33,293,4,0,0
191,00-0035208,Olamide Zaccheaus,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ucpai2odeunecbe6o1dj",WR,CHI,14,84.8,6.057142857142857,4.598948757088914,0,0,0,25,0,4,0,65,39,313,2,0,0
192,00-0038618,Xavier Hutchinson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hv3mfhadliph08b4pl4s",WR,HOU,15,84.6,5.64,5.183049295540223,0,0,0,22,0,3,0,48,30,344,3,0,0
193,00-0039342,Xavier Legette,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j4jj8rvgzji7zut86ux7",WR,CAR,14,84.1,6.007142857142857,7.11612084103241,0,0,0,0,0,1,0,60,32,341,3,0,0
194,00-0033858,Jonnu Smith,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/egd6llghj3n5wfdrqacw",TE,PIT,16,83.8,5.2375,3.9290159921622445,0,0,0,68,1,8,0,52,37,220,2,0,0
195,00-0037801,KaVontae Turpin,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgjwzierootp8gjem5oe",WR,DAL,14,83.8,5.985714285714286,4.613834904661472,0,0,0,82,0,16,0,37,26,396,2,0,1
196,00-0032385,Sterling Shepard,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l47czwi8aaznnit0se5h",WR,TB,13,82.0,6.3076923076923075,3.6286961704496425,0,0,0,19,0,4,0,53,39,371,1,0,1
197,00-0033921,Chris Godwin Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilkheljdx4hbjpisulke",WR,TB,8,81.2,10.15,6.549591045030434,0,0,0,0,0,0,0,50,32,352,2,0,0
198,00-0040162,Dylan Sampson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/den1hzzomdxfcsgk88o5",RB,CLE,14,81.2,5.8,5.807157387489763,0,0,0,143,0,55,0,37,31,259,2,0,1
199,00-0038104,Tyquan Thornton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bjqzuempyiwxe0hl7e5a",WR,KC,12,80.8,6.733333333333333,5.705712182992717,0,0,0,0,0,0,0,37,19,438,3,0,0
200,00-0035537,Ty Johnson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmnzcfm56ojey6myomjg",RB,BUF,16,80.7,5.04375,4.0621781923823415,0,0,0,164,2,37,0,31,22,243,1,0,0
201,00-0040719,Bhayshul Tuten,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uf6bidyfjeemrlgsibiz",RB,JAX,14,80.3,5.735714285714286,5.05730349903174,0,0,0,284,4,78,0,14,10,79,2,0,1
202,00-0040668,Shedeur Sanders,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/joe08hz6to2madpko8zl",QB,CLE,7,79.86,11.40857142857143,10.437680822499841,1289,7,0,143,1,18,0,0,0,0,0,10,0
203,00-0031408,Mike Evans,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yaxorbdsvk1ucfuiyrkj",WR,TB,7,79.4,11.342857142857143,5.838052512855391,0,0,0,0,0,0,0,60,28,334,3,0,0
204,00-0035228,Kyler Murray,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f",QB,ARI,5,77.78,15.556000000000001,1.7790671713007353,962,6,0,173,1,29,0,0,0,0,0,3,1
205,00-0036309,Darnell Mooney,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eaejonwaflt9drrs9ika",WR,ATL,14,77.3,5.521428571428571,3.9670137133866583,0,0,0,0,0,0,0,65,29,423,1,0,0
206,00-0038611,Chris Rodriguez Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5nbh1nza9je683o17h1",RB,WAS,11,76.7,6.972727272727273,4.405698788862196,0,0,0,435,5,96,0,3,2,12,0,0,0
207,00-0038393,Dontayvion Wicks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/er7pbyq82nsbw1w3wyor",WR,GB,13,75.8,5.8307692307692305,7.019542318340588,0,0,0,6,0,1,0,46,30,332,2,0,0
208,00-0035644,Noah Fant,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s4idwk38z6bin9lnnw9f",TE,CIN,12,75.3,6.2749999999999995,4.529323650090896,0,0,0,0,0,0,0,40,33,283,3,0,2
209,00-0035500,Greg Dortch,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jt4lbkjxkkrw3f644sft",WR,ARI,12,75.10000000000001,6.258333333333334,6.021243956848019,0,0,0,15,1,7,0,33,29,206,3,0,0
210,00-0039491,Jalen Coker,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tbo339znpzrfki8hri95",WR,CAR,10,73.7,7.37,5.425259850407577,0,0,0,0,0,0,0,36,27,347,2,0,1
211,00-0038558,Darnell Washington,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nza9bxmg2tdtg7wldjct",TE,PIT,13,73.4,5.6461538461538465,2.9136504550750377,0,0,0,0,0,0,0,43,31,364,1,0,1
212,00-0036290,Cole Kmet,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysnui8mzlu2fo70ub0yt",TE,CHI,15,73.1,4.873333333333333,3.349299855762324,0,0,0,0,0,0,0,45,28,331,2,0,0
213,00-0040669,Isaac TeSlaa,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wa4sruqazyqobmepi6vi",WR,DET,13,73.1,5.623076923076923,5.7821786329712905,0,0,0,0,0,0,0,26,15,221,6,0,0
214,00-0037837,Calvin Austin III,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,PIT,13,71.7,5.515384615384615,5.153129494757879,0,0,0,0,0,0,0,48,28,317,2,0,0
215,00-0039798,Isaiah Davis,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsozhwgsuffsfrc4qdp2",RB,NYJ,16,71.2,4.45,5.174295443181935,0,0,0,236,1,43,0,28,21,186,0,0,0
216,00-0033955,Jeremy McNichols,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kegqjj5pv7xidm0xwtpy",RB,WAS,15,70.6,4.706666666666666,3.8527293973913888,0,0,0,218,1,43,1,30,24,188,0,0,1
217,00-0032950,Carson Wentz,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot6wu9gw3cgcdb2cx6is",QB,MIN,5,70.34,14.068000000000001,5.005668786485978,1216,6,1,57,0,11,0,0,0,0,0,5,0
218,00-0033857,JuJu Smith-Schuster,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmjrhk2zt9z22uifctv0",WR,KC,16,70.2,4.3875,4.229085795614302,0,0,0,0,0,0,0,43,31,332,1,0,0
219,00-0040704,Dillon Gabriel,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szpyvusef9jvoctbnkbk",QB,CLE,10,70.08,7.008,7.054569519900638,937,7,0,86,0,14,0,0,0,0,0,2,0
220,00-0036415,Van Jefferson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aavlanyckqnsej61ulir",WR,TEN,14,70.0,5.0,3.380714535306223,0,0,0,0,0,0,0,52,29,350,1,0,0
221,00-0033526,Samaje Perine,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ur3jv6biq0pefkrgpzty",RB,CIN,14,69.7,4.978571428571429,4.847073434467532,0,0,0,340,3,76,0,17,14,77,0,0,2
222,00-0034960,Jakobi Meyers,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qui5ajbevlk7pfjpcufz",WR,LV,7,68.2,9.742857142857144,4.125068541999087,0,0,0,0,0,0,0,49,33,352,0,0,0
223,00-0040667,Matthew Golden,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gkbhlytvkltv5whjo3ru",WR,GB,13,68.2,5.246153846153846,4.372568921624789,0,0,0,49,0,10,0,41,28,353,0,0,0
224,00-0040134,Pat Bryant,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ljo1rgbaewlzsf7tvavm",WR,DEN,12,67.7,5.641666666666667,4.299568336331902,0,0,0,0,0,0,0,44,27,347,1,0,0
225,00-0034829,Mike Gesicki,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfswo0trev4oi2gnb41e",TE,CIN,11,67.4,6.127272727272728,5.7900070654690765,0,0,0,0,0,0,0,40,26,294,2,0,0
226,00-0030564,DeAndre Hopkins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snvo6holyfdjmrlqxqxu",WR,BAL,16,67.0,4.1875,4.174665655275083,0,0,0,0,0,0,0,37,22,330,2,0,0
