,player_id,player_display_name,headshot_url,position,team,games_played,total_fantasy_ppr,avg_fantasy_ppr,std_fantasy_ppr,total_passing_yards,total_passing_tds,total_passing_2pt_conversions,total_rushing_yards,total_rushing_tds,total_carries,total_rushing_2pt_conversions,total_targets,total_receptions,total_receiving_yards,total_receiving_tds,total_interceptions,total_fumbles_lost
227,00-0039424,Devaughn Vele,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sxlrltvxbb2utwgjgdbt",WR,NO,9,66.3,7.366666666666666,6.797977640445723,0,0,0,0,0,0,0,39,25,293,2,0,0
228,00-0040138,Jaylin Noel,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dajbyvtsggwqinlijxnf",WR,HOU,16,66.1,4.13125,5.047998778393936,0,0,0,12,0,6,0,34,25,279,2,0,0
229,00-0039066,Michael Mayer,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crb4nzumiww6ftxcyiqm",TE,LV,12,66.1,5.508333333333333,5.8169748984929415,0,0,0,0,0,0,0,45,32,281,1,0,0
230,00-0036898,Davis Mills,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v3bofeusytvkogvqichy",QB,HOU,5,65.96,13.191999999999998,10.175938285976384,879,5,1,48,1,12,0,0,0,0,0,1,0
231,00-0039890,Adonai Mitchell,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwwacoa3pqapd7pgahfx",WR,NYJ,7,65.69999999999999,9.385714285714284,8.226872344422791,0,0,0,-4,0,1,0,55,24,301,2,0,0
232,00-0034975,Justice Hill,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h6p9crhra8ehxju3ubza",RB,BAL,10,65.2,6.5200000000000005,8.56008826538086,0,0,0,93,2,18,0,27,21,169,1,0,0
233,00-0040648,Tory Horton,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vpgs86vlcp3gejw6tget",WR,SEA,8,65.1,8.1375,8.701221178662223,0,0,0,0,0,0,0,22,13,161,5,0,0
234,00-0040727,Tre Harris,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfjekjvrfpbmskmuwoz9",WR,LAC,15,64.6,4.306666666666667,2.974286629156806,0,0,0,10,0,2,0,37,28,296,1,0,0
235,00-0040718,Travis Hunter,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/apfzii6u8pwj9ntvyfkk",WR,JAX,7,63.800000000000004,9.114285714285716,6.9869947214875765,0,0,0,0,0,1,0,45,28,298,1,0,0
236,00-0039074,Davis Allen,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knzujvs0ge3lozkyilsf",TE,LA,14,62.800000000000004,4.485714285714286,2.789501511259437,0,0,0,0,0,0,0,32,24,208,3,0,0
237,00-0037746,Brian Robinson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1xhex1ytisxcbcggqu7",RB,SF,16,61.6,3.85,3.223869310833387,0,0,0,391,2,90,0,12,8,25,0,0,0
238,00-0037614,John Metchie III,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u7ir1sy2vrpidvwpndqd",WR,NYJ,8,61.1,7.6375,5.921374719727555,0,0,0,-5,0,3,0,40,26,236,2,0,0
239,00-0040202,Devin Neal,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e0pzghslevb27ssozx4s",RB,NO,9,60.0,6.666666666666667,5.269013190342192,0,0,0,206,2,57,0,19,17,104,0,0,0
240,00-0028118,Tyrod Taylor,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqpyumxuo0e9sitk0a0o",QB,NYJ,6,59.46,9.91,8.744980274420293,779,5,0,143,1,27,0,0,0,0,0,5,1
241,00-0032464,Kalif Raymond,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e5z8bskwg89hqtsjwwgj",WR,DET,14,58.6,4.185714285714286,4.749875649037423,0,0,0,19,0,2,0,27,21,237,1,0,0
242,00-0032392,Austin Hooper,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfvav2gybtr174ckovpk",TE,NE,12,57.8,4.816666666666666,2.9188519951681293,0,0,0,0,0,0,0,25,20,258,2,0,0
243,00-0034775,Christian Kirk,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bugikrmfz5k4jvyaogza",WR,HOU,10,57.199999999999996,5.72,4.770930493916022,0,0,0,0,0,0,0,50,27,242,1,0,0
244,00-0039337,Malik Nabers,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc",WR,NYG,4,57.1,14.275,16.11921730936917,0,0,0,0,0,0,0,35,18,271,2,0,0
245,00-0037252,Greg Dulcich,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kirfnwuge3eam1s0ycne",TE,MIA,8,56.7,7.0875,4.221183821766456,0,0,0,-7,0,1,0,29,23,304,1,0,1
246,00-0038979,Cedric Tillman,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a4mcdjjl1pkxr3etechx",WR,CLE,11,56.699999999999996,5.154545454545454,4.77919734607468,0,0,0,0,0,0,0,37,20,247,2,0,0
247,00-0037838,Isaiah Likely,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",TE,BAL,11,56.5,5.136363636363637,4.303085573695398,0,0,0,0,0,0,0,34,25,275,1,0,1
248,00-0040078,Brashard Smith,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u3t4csj7hhcgymvb8ldf",RB,KC,16,55.5,3.46875,3.993280814902286,0,0,0,95,0,32,0,31,23,170,1,0,0
249,00-0036550,Rashod Bateman,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gtktmsfcxc1eijwpwzyq",WR,BAL,13,55.4,4.2615384615384615,4.774330400090758,0,0,0,0,0,0,0,38,19,224,2,0,0
250,00-0038454,Keaton Mitchell,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/klpn2btfhgfv5a8dp3jj",RB,BAL,12,55.2,4.6000000000000005,3.1671610459383164,0,0,0,339,1,57,0,12,9,63,0,0,0
251,00-0039356,Ja'Tavion Sanders,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/le2akm1cbou170ioctxl",TE,CAR,12,54.0,4.5,3.842584357623726,0,0,0,0,0,0,0,34,29,190,1,0,0
252,00-0033040,Tyreek Hill,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gg73gnfivrn80oyqwazl",WR,MIA,4,53.5,13.375,4.006141119165258,0,0,0,0,0,0,0,29,21,265,1,0,0
253,00-0039451,Isaiah Williams,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oh3pm7dzgswlgxn371tx",WR,NYJ,14,53.3,3.807142857142857,4.495376134808587,0,0,0,34,0,3,0,29,21,169,0,0,0
254,00-0032775,Demarcus Robinson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aynbxqjpwz1vhpxbxvv8",WR,SF,13,52.8,4.061538461538461,3.104711060506399,0,0,0,6,0,1,0,31,19,252,1,0,0
255,00-0039041,Elijah Higgins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yjvdxmqromyt64w89bhq",TE,ARI,16,52.3,3.26875,4.03099966923012,0,0,0,0,0,0,0,34,27,273,0,0,1
256,00-0040737,Terrance Ferguson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/usa23ax8dratptvikr9a",TE,LA,11,52.1,4.736363636363636,5.202551821418548,0,0,0,0,0,1,0,25,11,231,3,0,0
257,00-0040198,Ollie Gordon II,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bv33rgypaauv7sealwkr",RB,MIA,16,52.0,3.25,4.47958331395529,0,0,0,190,3,61,0,8,6,30,1,0,0
258,00-0040782,Isaiah Bond,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/piv889pkizjvgrtpfkxm",WR,CLE,14,52.0,3.7142857142857144,3.3156637908006252,0,0,0,25,0,4,0,42,17,325,0,0,0
259,00-0040194,Jackson Hawes,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nmulibermshvvmemgupo",TE,BUF,12,51.7,4.308333333333334,2.5706236715252704,0,0,0,0,0,0,0,18,15,187,3,0,0
260,00-0038705,Emari Demercado,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jasnk9akri8eghfgolsn",RB,ARI,11,51.6,4.690909090909091,4.467539489574669,0,0,0,283,0,42,0,19,12,73,1,0,1
261,00-0039355,Luke McCaffrey,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iqzscuxu9lxjfhoyxsjg",WR,WAS,9,51.3,5.699999999999999,5.220392705534709,0,0,0,0,0,0,0,15,11,203,3,0,0
262,00-0040164,Jaylin Lane,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ozgin9atyuq92buo2eoa",WR,WAS,15,51.2,3.4133333333333336,2.8258669129178413,0,0,0,7,0,1,0,32,16,225,0,0,0
263,00-0036988,Josh Palmer,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/woswdfrtxnsfgzsjvsxx",WR,BUF,11,51.199999999999996,4.654545454545454,3.0197230456992696,0,0,0,0,0,0,0,34,21,302,0,0,0
264,00-0038128,Malik Willis,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsnetccy7bquili3gcqq",QB,GB,4,51.18,12.795,13.520378446379869,422,3,0,123,2,22,0,0,0,0,0,0,1
265,00-0037005,Tommy Tremble,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j0atbeflgj05pldxfon6",TE,CAR,14,51.1,3.65,4.02487457998574,0,0,0,0,0,0,0,33,24,211,1,0,0
266,00-0033110,Tyler Higbee,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x1d4osiefibd04df6gow",TE,LA,9,51.0,5.666666666666667,4.5719251962384515,0,0,0,0,0,0,0,30,20,190,2,0,0
267,00-0037545,Rashid Shaheed,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ynsy489xqmiwt5q9whty",WR,SEA,8,51.0,6.375,5.708827750573167,0,0,0,64,0,7,0,25,14,186,0,0,0
268,00-0033375,Tim Patrick,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ovltsc9sdoo5e62fpa9b",WR,JAX,12,50.300000000000004,4.191666666666667,5.895986051132712,0,0,0,0,0,0,0,23,14,183,3,0,0
269,00-0035249,Josh Oliver,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfvhbfguzu6wv9ikluop",TE,MIN,11,50.099999999999994,4.554545454545454,5.242778583225433,0,0,0,0,0,0,0,17,13,131,4,0,0
270,00-0029263,Russell Wilson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkstxj0evgkjiycu4glc",QB,NYG,6,49.839999999999996,8.306666666666667,11.513926639798722,831,3,0,106,0,18,0,0,0,0,0,3,0
271,00-0039144,Luke Musgrave,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erqld7keza48co6umuaa",TE,GB,13,49.2,3.784615384615385,2.6245146071372747,0,0,0,0,0,0,0,31,24,252,0,0,0
272,00-0035100,Jake Browning,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzyh6yum2w3c6xrkndla",QB,CIN,5,48.74,9.748000000000001,8.219082673875473,771,6,0,39,1,9,0,0,0,0,0,8,0
273,00-0040131,Kyle Williams,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bu31c2ino065kazsn541",WR,NE,13,48.7,3.746153846153846,5.204263538134764,0,0,0,-2,0,1,0,21,10,209,3,0,0
274,00-0032211,Tyler Lockett,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gyhvviyep9iigeaobxmi",WR,LV,9,48.599999999999994,5.3999999999999995,3.795391942869669,0,0,0,0,0,0,0,29,21,216,1,0,0
275,00-0039146,Jayden Reed,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blh2tfg9qjthqo2g6ot4",WR,GB,5,48.5,9.7,2.477902338672773,0,0,0,28,0,3,0,22,19,207,1,0,0
276,00-0036626,Dyami Brown,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wwl9s886olkkvu67qktp",WR,JAX,10,47.900000000000006,4.790000000000001,5.574435696403119,0,0,0,30,0,6,0,36,19,219,1,0,1
277,00-0038115,Daniel Bellinger,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hu3gywcwp2rlsefvawh1",TE,NYG,12,47.800000000000004,3.983333333333334,5.129209283972324,0,0,0,0,0,0,0,24,17,248,1,0,0
278,00-0034613,Tanner Hudson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe86peg3bxumjzfmtait",TE,CIN,10,47.8,4.779999999999999,3.150238086240467,0,0,0,0,0,0,0,24,19,168,2,0,0
279,00-0034837,Calvin Ridley,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l96rlegwqz7qfakbdtlp",WR,TEN,7,47.3,6.757142857142857,5.483264581997707,0,0,0,0,0,0,0,36,17,303,0,0,0
280,00-0035359,David Sills,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b0vacwlg3vcau2vzg3ry",WR,ATL,11,47.0,4.2727272727272725,4.863145259827411,0,0,0,0,0,0,0,35,17,180,2,0,0
281,00-0037805,Jeremy Ruckert,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jnwpnpbukmzrsuutpufx",TE,NYJ,14,46.9,3.35,2.333946805800786,0,0,0,0,0,0,0,29,23,179,1,0,0
282,00-0038359,Xavier Smith,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fk4gtziqefw5etqfylbe",WR,LA,15,46.7,3.1133333333333337,3.8640960256233403,0,0,0,0,0,0,0,22,17,297,0,0,0
283,00-0040187,Mitchell Evans,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbu3iik4i1mi6vllmwlz",TE,CAR,13,46.7,3.5923076923076924,3.2859452060915286,0,0,0,1,0,1,0,23,18,166,2,0,0
284,00-0037666,Jalen Tolbert,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pif5ffxlibkfp90k1sj4",WR,DAL,11,46.3,4.209090909090909,4.444649490219571,0,0,0,0,0,0,0,33,18,203,1,0,0
285,00-0038679,Tyrell Shavers,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfazuecipz3csodtztwc",WR,BUF,11,45.5,4.136363636363637,5.355608784680361,0,0,0,0,0,0,0,23,15,245,1,0,0
286,00-0036422,Adam Trautman,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ck9dspk0ykijetdshyn4",TE,DEN,13,45.5,3.5,2.9337120967584167,0,0,0,0,0,0,0,23,20,195,1,0,0
287,00-0039874,Jaylen Wright,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i3wlfgqsynl7qaa4tsqw",RB,MIA,8,44.2,5.525,5.877256405598011,0,0,0,265,2,57,0,7,3,27,0,0,0
288,00-0037267,Jerome Ford,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djggmwo5v8osoboiseo2",RB,CLE,13,43.6,3.353846153846154,3.28573060992919,0,0,0,73,0,24,0,32,26,103,0,0,0
289,00-0031503,Jameis Winston,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb",QB,NYG,3,43.28,14.426666666666668,16.384643216540706,567,2,0,23,1,7,0,1,1,33,1,2,1
290,00-0037741,Jahan Dotson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dbtou5ln1kwjutixywie",WR,PHI,14,43.2,3.085714285714286,3.4565116125181077,0,0,0,0,0,0,0,28,15,222,1,0,0
291,00-0040729,Jack Bech,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/feplgtl0x1svqen9szwv",WR,LV,13,42.4,3.2615384615384615,3.1676853961892695,0,0,0,0,0,0,0,27,20,224,0,0,0
292,00-0037563,Malik Davis,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mdjhv8xuitxkn7oefwty",RB,DAL,10,40.599999999999994,4.06,4.809989604978372,0,0,0,250,2,52,0,5,2,16,0,0,0
293,00-0035993,Tyler Huntley,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqrzxwprqfsh4t4aa8lk",QB,BAL,5,40.14,8.028,7.308496425394213,426,2,0,151,0,24,0,0,0,0,0,0,0
294,00-0039875,Ray Davis,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pm9llppbueodtjjj9u8l",RB,BUF,16,38.7,2.41875,2.9475908241590565,0,0,0,124,0,37,0,11,8,63,1,0,0
295,00-0032398,Chris Moore,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o0s29hnpztyxqotqdx8h",WR,WAS,10,38.6,3.8600000000000003,4.32157378740662,0,0,0,9,0,1,0,23,11,207,1,0,0
296,00-0039739,Roman Wilson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kcwymznjg9q8n8i7f4rc",WR,PIT,9,38.6,4.288888888888889,6.108691440162214,0,0,0,0,0,0,0,21,12,166,2,0,1
297,00-0036427,Tyler Johnson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s6fg2hapxwa9efbrygxf",WR,NYJ,9,37.7,4.188888888888889,5.218583247502249,0,0,0,0,0,0,0,18,12,197,1,0,0
298,00-0040739,Elijah Arroyo,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dwlyrxi2yxowfj4abtoa",TE,SEA,13,36.9,2.838461538461538,3.334551059622685,0,0,0,0,0,0,0,26,15,179,1,0,1
299,00-0036754,Brock Wright,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bd8sqnzheg7zetlhvku5",TE,DET,8,36.8,4.6,4.214261501141095,0,0,0,0,0,0,0,22,14,108,2,0,0
300,00-0038440,Zavier Scott,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tnpgpzojszbfk8fpt0rb",RB,MIN,10,36.5,3.65,4.911946887154035,0,0,0,105,0,29,0,15,13,90,1,0,1
301,00-0039751,Jordan Whittington,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5h5q9jwyaimdjlnracx",WR,LA,14,36.3,2.5928571428571425,2.147794677808374,0,0,0,12,0,3,0,25,18,171,0,0,0
302,00-0038046,Charlie Kolar,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g75ws8vkqz9cqwifhcy7",TE,BAL,13,36.2,2.784615384615385,3.2320906943355188,0,0,0,0,0,0,0,15,10,142,2,0,0
303,00-0034983,Hunter Renfrow,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sgrqk1a6fm34swazm2bx",WR,CAR,6,35.900000000000006,5.983333333333334,8.749723805164747,0,0,0,0,0,0,0,26,15,89,2,0,0
304,00-0033357,Taysom Hill,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q8itjlocg5do60qat4l3",TE,NO,12,35.58,2.965,4.246531204727839,57,1,0,114,1,52,0,13,8,59,0,0,1
305,00-0031236,Brandin Cooks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/krz3gv9jjs92arlctvqf",WR,NO,9,35.5,3.9444444444444446,1.6674164979925616,0,0,0,0,0,0,0,25,19,165,0,0,0
306,00-0039921,Trey Benson,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x2bxb0fd54ffwwdu5scz",RB,ARI,4,35.4,8.85,1.0472185381603345,0,0,0,160,0,29,0,16,13,64,0,0,0
307,00-0038555,Tank Bigsby,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nin8aexyipca7g7u7f4a",RB,PHI,13,35.0,2.6923076923076925,3.6625268004620204,0,0,0,269,1,42,0,3,2,1,0,0,0
308,00-0038738,Hunter Luepke,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/buachhzmd8p3hq2olwtf",RB,DAL,13,34.4,2.646153846153846,2.9435283206313767,0,0,0,59,0,14,0,14,12,105,1,0,0
309,00-0032104,Ameer Abdullah,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jvkgnlj5fn16mnmdyr4i",RB,IND,12,33.4,2.783333333333333,2.799296448406386,0,0,0,59,1,13,0,15,14,75,0,0,0
310,00-0033553,James Conner,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g5yjordcmt76j0saytzb",RB,ARI,3,33.3,11.1,3.966106403010389,0,0,0,95,1,32,0,9,8,38,1,0,0
311,00-0038551,Kendre Miller,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jz3mpvifmldus3ipdvu1",RB,NO,7,33.3,4.757142857142857,3.9135904839661593,0,0,0,193,1,47,0,5,5,30,0,0,0
312,00-0036637,Noah Gray,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yugngcrdfxh0nwzl4zwp",TE,KC,13,32.800000000000004,2.5230769230769234,1.881556911245687,0,0,0,0,0,0,0,32,18,148,0,0,0
313,00-0037004,Hunter Long,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1kvmijdfpyv1dwlwqa6",TE,JAX,7,32.5,4.642857142857143,3.5874118539030073,0,0,0,0,0,0,0,17,12,85,2,0,0
314,00-0039373,Audric Estimé,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lcoend1mysjfhl8f4rrt",RB,NO,4,32.5,8.125,6.50506213139685,0,0,0,135,1,25,0,8,7,60,0,0,0
315,00-0022942,Philip Rivers,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",QB,IND,3,31.66,10.553333333333333,5.673458674682783,544,4,0,-1,0,2,0,0,0,0,0,3,0
316,00-0038839,Mitchell Tinsley,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t4h8qtzndtvf6is6naew",WR,CIN,8,31.6,3.95,3.865229618017538,0,0,0,0,0,0,0,24,8,116,2,0,0
317,00-0037085,Tyler Badie,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ger5eiktec0vzmrxjnaw",RB,DEN,15,30.8,2.0533333333333332,1.629139416408319,0,0,0,25,0,6,0,29,17,113,0,0,0
318,00-0033891,Zay Jones,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qihjjzfk0vwzoyrzztkq",WR,ARI,6,30.3,5.05,4.881290812889557,0,0,0,0,0,0,0,18,12,183,0,0,0
319,00-0036887,Luke Farrell,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sccmpo8xbzdbjasmwcfj",TE,SF,13,29.5,2.269230769230769,3.3224952007451205,0,0,0,0,0,0,0,14,11,85,2,0,1
320,00-0039405,Jawhar Jordan,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kyopmcyi4hzko3cxiaxy",RB,HOU,3,29.400000000000002,9.8,5.444263035526481,0,0,0,190,0,38,0,7,7,34,0,0,0
321,00-0031687,Raheem Mostert,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fas5rkweusx2hl7abtzh",RB,LV,12,29.4,2.4499999999999997,2.297231535407941,0,0,0,104,0,22,0,12,12,70,0,0,0
322,00-0038720,Julian Hill,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yogwwyzq4sydycahhbgw",TE,MIA,10,29.2,2.92,2.07460839678239,0,0,0,0,0,0,0,19,14,132,0,0,0
323,00-0036980,Elijah Moore,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hglegw8qqnvb8fghc8cq",WR,BUF,9,28.599999999999998,3.1777777777777776,3.423367413007906,0,0,0,24,1,6,0,17,9,112,0,0,0
324,00-0036849,Tutu Atwell,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twlslcaa7c2wblveaafu",WR,LA,7,28.3,4.042857142857143,6.129670231167182,0,0,0,0,0,0,0,12,5,173,1,0,0
325,00-0039855,Jalen McMillan,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x2jipyhqclsgx4cmsqct",WR,TB,3,27.799999999999997,9.266666666666666,7.985820767668989,0,0,0,1,0,1,0,14,11,167,0,0,0
326,00-0036165,Isaiah Hodgins,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d6ezyptfnmmxgm8rykf4",WR,NYG,5,27.5,5.5,5.459853477887478,0,0,0,0,0,0,0,17,10,115,1,0,0
327,00-0035631,Drew Sample,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dvq8fanrbrpfgf2j3kpm",TE,CIN,11,27.2,2.4727272727272727,2.913105184881215,0,0,0,3,0,1,0,17,12,89,1,0,0
328,00-0035243,Miles Sanders,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/niyjjkzmxjmesftgjs8y",RB,DAL,4,26.700000000000003,6.675000000000001,2.882562517390849,0,0,0,117,1,20,0,8,8,30,0,0,1
329,00-0038685,Chris Brooks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nnwloijqopel4em6vfhb",RB,GB,16,26.6,1.6625,1.7594980344783944,0,0,0,45,0,14,0,17,13,91,0,0,0
330,00-0040218,Jimmy Horn Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gggcgfbghcft0xwxtrhk",WR,CAR,9,26.2,2.911111111111111,1.8333333333333333,0,0,0,69,0,8,0,14,10,93,0,0,0
331,00-0039912,Ben Sinnott,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwjmu9wyutlpkace9ukf",TE,WAS,8,26.1,3.2625,2.512788718308235,0,0,0,0,0,0,0,11,9,111,1,0,0
332,00-0026158,Joe Flacco,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbqptn8emdlbeaz1kvmx",QB,CLE,4,25.9,6.475,4.933055172338268,815,2,0,13,0,6,0,0,0,0,0,6,2
333,00-0039920,Malachi Corley,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lay1p8pvwrglmqorc6ev",WR,CLE,11,25.8,2.3454545454545457,1.6765223746575149,0,0,0,109,0,10,0,12,9,59,0,0,0
334,00-0037742,Treylon Burks,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dkgspszcaouw7lkpjmio",WR,WAS,7,25.8,3.685714285714286,3.5063887269899077,0,0,0,0,0,0,0,18,8,118,1,0,0
335,00-0040009,Savion Williams,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fkhkv59ojmqixfxkzmno",WR,GB,12,25.5,2.125,2.503860655431564,0,0,0,37,0,11,0,10,10,78,1,0,1
336,00-0033217,Mo Alie-Cox,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qss1euhktuj7qje9heoi",TE,IND,10,25.5,2.55,3.2335910550208897,0,0,0,0,0,0,0,16,10,95,1,0,0
337,00-0038840,Brycen Tremayne,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mpjkirsgrx6qavqrdum6",WR,CAR,14,25.3,1.8071428571428572,2.65256458943018,0,0,0,0,0,0,0,16,12,133,0,0,0
338,00-0037231,Kevin Austin Jr.,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fh2yaqaxkornxeb7d9ie",WR,NO,4,25.299999999999997,6.324999999999999,6.458779554477249,0,0,0,0,0,0,0,14,9,103,1,0,0
339,00-0037306,John FitzPatrick,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kopyksw2p51nivtldayc",TE,GB,11,25.2,2.290909090909091,2.722665805953623,0,0,0,0,0,0,0,15,12,72,1,0,0
340,00-0040590,Konata Mumpfield,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/psy72cl8ko1zp7vkbvga",WR,LA,9,25.2,2.8,2.938537050983023,0,0,0,0,0,0,0,22,10,92,1,0,0
341,00-0035406,Lil'Jordan Humphrey,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otxrvkflhixz9akhmfqq",WR,DEN,5,25.099999999999998,5.02,5.070207096362041,0,0,0,0,0,0,0,15,9,101,1,0,0
342,00-0038547,Luke Schoonmaker,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjaidpltef1ctqwrk5o5",TE,DAL,13,25.0,1.9230769230769231,1.48501057580625,0,0,0,0,0,0,0,22,13,120,0,0,0
